id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
13902,6.6,0.58,0.01,1.8,0.078,34.0,49.0,0.99562,3.54,0.69,9.7,5.0
13903,7.4,0.63,0.0,1.9,0.086,7.0,17.0,0.99652,3.42,0.53,9.8,3.0
13904,7.9,0.61,0.01,2.5,0.076,31.0,85.0,0.99494,3.54,0.81,9.7,5.0
13905,8.2,0.47,0.31,2.2,0.073,11.0,47.0,0.9984,3.32,0.61,10.9,4.0
13906,7.6,0.59,0.01,2.5,0.077,10.0,21.0,0.9976,3.31,0.58,9.3,6.0
13907,6.6,0.84,0.0,1.6,0.079,19.0,48.0,0.99586,3.42,0.65,10.4,6.0
13908,6.8,0.735,0.0,1.6,0.077,14.0,33.0,0.9988,3.42,0.59,10.0,6.0
13909,7.3,0.38,0.68,2.2,0.061,6.0,11.0,0.99774,3.24,0.53,10.6,6.0
13910,10.5,0.58,0.5,1.9,0.074,6.0,14.0,0.9994,3.34,0.58,9.3,5.0
13911,10.2,0.38,0.49,2.1,0.095,21.0,37.0,1.00242,3.23,0.54,12.0,5.0
13912,7.7,0.46,0.13,1.9,0.076,24.0,94.0,0.9956,3.14,0.53,9.4,5.0
13913,7.1,0.59,0.01,2.1,0.091,6.0,20.0,0.99855,3.44,0.52,9.1,5.0
13914,12.6,0.4,0.52,1.6,0.074,5.0,17.0,0.9994,3.33,0.54,10.0,5.0
13915,9.9,0.32,0.21,1.8,0.077,6.0,20.0,0.9972,3.44,0.74,9.6,5.0
13916,7.6,0.37,0.31,2.3,0.08,6.0,32.0,0.99498,3.46,0.78,11.2,7.0
13917,7.5,0.57,0.01,2.8,0.074,38.0,51.0,0.9985,3.47,0.5,9.8,5.0
13918,9.2,0.56,0.28,2.0,0.093,38.0,65.0,0.9965,3.3,0.82,10.0,7.0
13919,7.0,0.46,0.06,2.0,0.077,12.0,46.0,0.99418,3.47,0.6,9.4,5.0
13920,9.1,0.49,0.24,1.8,0.08,6.0,12.0,0.9962,3.34,0.71,10.5,5.0
13921,6.8,0.6,0.01,2.6,0.0819999999999999,23.0,85.0,0.9958,3.44,0.57,9.4,6.0
13922,8.0,0.49,0.24,1.8,0.073,15.0,22.0,0.9966,3.3,0.53,9.6,5.0
13923,7.2,0.43,0.24,2.0,0.085,14.0,74.0,0.9982,3.57,0.71,9.7,5.0
13924,9.8,0.51,0.26,2.5,0.072,6.0,14.0,0.9973,3.35,0.57,12.2,6.0
13925,6.8,0.59,0.0,2.3,0.078,14.0,25.0,0.9968,3.39,0.49,11.0,6.0
13926,8.1,0.58,0.16,2.3,0.09,6.0,21.0,0.9981,3.31,0.62,9.5,6.0
13927,9.3,0.52,0.09,1.7,0.076,21.0,71.0,0.9978,3.3,0.62,9.4,5.0
13928,7.8,0.4,0.21,2.2,0.077,5.0,35.0,0.9976,3.38,0.59,9.4,5.0
13929,8.8,0.43,0.24,1.9,0.073,22.0,44.0,0.99567,3.22,0.52,9.5,5.0
13930,7.0,0.28,0.46,2.0,0.086,6.0,16.0,0.99593,3.39,0.51,9.5,5.0
13931,8.8,0.69,0.09,2.2,0.071,23.0,44.0,0.9981,3.3,0.68,9.5,5.0
13932,9.3,0.38,0.45,1.9,0.077,6.0,15.0,0.99494,3.22,0.54,11.1,5.0
13933,6.5,0.67,0.02,3.0,0.0819999999999999,13.0,31.0,0.9956,3.45,0.84,11.8,7.0
13934,6.8,0.57,0.02,2.3,0.081,13.0,65.0,0.9987,3.28,0.57,10.0,6.0
13935,7.8,0.32,0.53,1.5,0.074,29.0,70.0,0.9968,3.37,0.56,9.6,5.0
13936,7.1,0.37,0.0,2.0,0.081,7.0,15.0,0.99748,3.43,0.62,10.9,7.0
13937,7.6,0.47,0.01,1.7,0.087,4.0,11.0,0.99498,3.43,0.57,9.8,6.0
13938,8.3,0.38,0.5,2.2,0.066,10.0,28.0,0.9964,3.44,0.62,9.5,6.0
13939,8.8,0.49,0.24,2.6,0.079,15.0,33.0,0.9987,3.28,0.56,9.2,6.0
13940,9.3,0.35,0.35,2.4,0.0579999999999999,24.0,92.0,0.9983,3.13,0.58,9.7,4.0
13941,6.5,0.61,0.0,5.3,0.074,13.0,49.0,0.99668,3.45,0.5,11.2,7.0
13942,7.2,0.59,0.02,3.0,0.099,10.0,45.0,0.9982,3.49,0.49,9.8,6.0
13943,7.0,0.58,0.03,2.4,0.076,13.0,64.0,0.9984,3.36,0.81,9.5,5.0
13944,7.5,0.49,0.26,2.1,0.077,14.0,31.0,0.99528,3.32,0.69,10.7,5.0
13945,6.8,0.52,0.0,1.6,0.065,28.0,66.0,0.9956,3.37,0.59,9.8,6.0
13946,12.5,0.43,0.49,2.6,0.081,16.0,40.0,0.9973,3.19,0.67,9.8,5.0
13947,12.6,0.57,0.49,2.8,0.08,6.0,13.0,0.9976,3.14,0.59,11.1,5.0
13948,6.3,0.5,0.25,3.0,0.092,14.0,48.0,0.99702,3.42,0.77,10.9,6.0
13949,7.5,0.46,0.23,2.3,0.076,11.0,45.0,0.9976,3.36,0.52,11.8,6.0
13950,8.1,0.63,0.0,1.8,0.071,16.0,64.0,0.9952,3.32,0.56,9.4,5.0
13951,9.9,0.27,0.49,2.0,0.077,12.0,29.0,0.9978,3.39,0.56,11.7,6.0
13952,9.3,0.36,0.31,2.3,0.08,12.0,45.0,0.9968,3.12,0.54,9.2,5.0
13953,7.6,0.63,0.16,2.1,0.074,16.0,86.0,0.9972,3.16,0.63,10.5,6.0
13954,7.7,0.61,0.02,1.8,0.077,12.0,41.0,0.99467,3.48,0.62,11.8,7.0
13955,7.8,0.37,0.26,2.9,0.0819999999999999,10.0,19.0,0.9986,3.57,0.54,9.7,6.0
13956,7.9,0.52,0.32,4.6,0.0559999999999999,6.0,13.0,0.9982,3.41,0.78,9.9,5.0
13957,10.6,0.41,0.46,1.8,0.073,6.0,18.0,0.9971,3.32,0.58,10.0,6.0
13958,11.5,0.27,0.48,2.0,0.078,7.0,32.0,0.99557,3.18,0.49,12.0,6.0
13959,9.3,0.57,0.28,2.2,0.079,28.0,77.0,0.9964,3.12,0.63,10.5,5.0
13960,8.8,0.62,0.0,2.3,0.068,19.0,45.0,0.9982,3.2,0.44,11.0,7.0
13961,7.2,0.57,0.02,1.9,0.084,26.0,55.0,0.9994,3.42,0.56,9.7,6.0
13962,9.3,0.4,0.48,2.4,0.084,14.0,30.0,0.9974,3.24,0.59,10.0,6.0
13963,8.8,0.64,0.15,1.7,0.0819999999999999,4.0,13.0,0.9962,3.2,0.4,9.5,6.0
13964,8.2,0.45,0.47,2.4,0.077,5.0,15.0,0.99668,3.17,0.66,10.1,5.0
13965,6.4,0.56,0.04,2.0,0.078,29.0,54.0,0.99655,3.37,0.54,10.5,6.0
13966,10.4,0.42,0.3,1.9,0.077,8.0,62.0,0.9976,3.23,0.62,11.2,7.0
13967,6.2,0.685,0.0,1.6,0.066,14.0,32.0,0.9994,3.47,0.62,11.4,6.0
13968,8.6,0.42,0.48,2.0,0.078,3.0,12.0,0.998,3.28,0.67,9.5,5.0
13969,8.6,0.39,0.31,2.0,0.0819999999999999,8.0,17.0,0.99472,3.31,0.58,10.2,6.0
13970,7.3,0.54,0.01,2.0,0.067,13.0,35.0,0.997,3.28,0.6,9.2,5.0
13971,8.1,0.52,0.19,2.2,0.092,5.0,19.0,0.9968,3.26,0.56,9.4,8.0
13972,8.4,0.38,0.35,2.1,0.078,24.0,47.0,0.9982,3.31,0.59,9.5,6.0
13973,7.5,0.69,0.0,2.0,0.087,6.0,23.0,0.9964,3.16,0.47,11.3,5.0
13974,7.2,0.685,0.0,2.6,0.074,14.0,29.0,0.9982,3.36,0.56,9.3,5.0
13975,7.2,0.615,0.0,1.8,0.071,14.0,24.0,0.99623,3.47,0.5,10.4,6.0
13976,9.2,0.43,0.3,2.0,0.079,9.0,42.0,0.99538,3.33,0.55,11.5,5.0
13977,9.8,0.29,0.34,1.8,0.073,4.0,9.0,0.9982,3.2,0.53,12.4,7.0
13978,7.2,0.69,0.02,2.4,0.069,24.0,44.0,0.9959,3.56,0.44,10.5,5.0
13979,6.4,0.54,0.05,2.1,0.071,15.0,28.0,0.99444,3.47,0.55,11.0,6.0
13980,9.9,0.43,0.33,2.4,0.075,7.0,28.0,0.9964,3.2,0.67,10.0,6.0
13981,8.1,0.48,0.42,2.7,0.079,5.0,31.0,0.9968,3.38,0.82,9.7,4.0
13982,8.4,0.69,0.05,2.2,0.074,7.0,42.0,0.99616,3.31,0.59,11.0,7.0
13983,8.3,0.55,0.22,2.6,0.081,6.0,14.0,0.9981,3.33,0.47,9.4,6.0
13984,8.0,0.5,0.28,1.65,0.07,23.0,54.0,0.9966,3.2,0.52,9.5,6.0
13985,6.2,0.58,0.12,1.8,0.087,6.0,29.0,0.99572,3.36,0.74,11.5,6.0
13986,7.8,0.61,0.0,1.8,0.077,14.0,23.0,0.99362,3.32,0.59,9.4,6.0
13987,8.0,0.51,0.31,1.7,0.078,7.0,21.0,0.99538,3.26,0.59,10.9,6.0
13988,7.5,0.58,0.07,2.3,0.068,6.0,17.0,0.9968,3.36,0.52,9.4,5.0
13989,7.0,0.46,0.24,2.3,0.081,36.0,94.0,0.9982,3.35,0.55,9.3,5.0
13990,8.9,0.53,0.11,2.1,0.092,29.0,65.0,0.9964,3.4,0.77,9.4,6.0
13991,8.3,0.59,0.21,1.9,0.07,6.0,18.0,0.99557,3.2,0.63,11.5,8.0
13992,7.8,0.38,0.32,2.4,0.091,9.0,41.0,0.9988,3.28,0.56,10.6,6.0
13993,7.7,0.57,0.0,2.4,0.078,11.0,18.0,0.9968,3.47,0.56,10.2,6.0
13994,9.1,0.5,0.21,2.0,0.079,16.0,89.0,0.9971,3.12,0.53,9.4,6.0
13995,6.8,0.41,0.4,1.9,0.075,25.0,60.0,0.9976,3.27,0.6,9.8,5.0
13996,11.6,0.32,0.54,2.2,0.054,9.0,28.0,0.9965,3.21,0.71,10.0,6.0
13997,8.3,0.42,0.48,2.6,0.078,12.0,20.0,0.99418,3.16,0.78,9.2,4.0
13998,8.9,0.67,0.14,2.1,0.0819999999999999,8.0,19.0,0.9971,3.08,0.59,9.6,6.0
13999,7.9,0.27,0.49,2.2,0.072,28.0,69.0,0.9982,3.24,0.68,10.8,6.0
14000,9.3,0.49,0.31,2.8,0.091,16.0,40.0,0.99744,3.28,0.68,10.0,5.0
14001,8.5,0.34,0.33,3.35,0.092,3.0,14.0,0.99534,3.15,0.53,11.0,6.0
14002,7.8,0.6,0.0,2.8,0.1,15.0,54.0,0.99523,3.39,0.58,9.5,5.0
14003,8.9,0.33,0.3,1.6,0.063,6.0,13.0,0.99672,3.37,0.6,10.9,5.0
14004,8.7,0.34,0.42,2.1,0.086,6.0,18.0,0.9964,3.32,0.55,10.3,6.0
14005,7.0,0.53,0.26,2.0,0.071,30.0,131.0,0.9986,3.51,0.66,11.7,6.0
14006,8.2,0.4,0.0,1.9,0.0969999999999999,5.0,15.0,0.998,3.31,0.78,9.3,5.0
14007,7.5,0.67,0.0,2.3,0.067,9.0,20.0,0.9956,3.56,0.53,10.9,6.0
14008,8.0,0.34,0.45,2.0,0.0819999999999999,21.0,54.0,0.9983,3.3,0.68,9.5,6.0
14009,7.9,0.36,0.26,2.2,0.0819999999999999,15.0,94.0,0.9976,3.21,0.72,9.6,5.0
14010,10.3,0.36,0.44,2.8,0.073,17.0,38.0,0.99444,3.28,0.62,9.5,6.0
14011,7.5,0.61,0.07,1.6,0.07,16.0,81.0,0.99704,3.2,0.55,9.8,5.0
14012,8.4,0.62,0.19,3.5,0.068,21.0,44.0,0.99606,3.24,0.46,12.6,6.0
14013,7.4,0.3,0.5,1.9,0.085,18.0,38.0,0.9972,3.2,0.63,9.4,5.0
14014,9.3,0.69,0.3,1.6,0.073,12.0,20.0,0.9964,3.32,0.59,10.9,7.0
14015,7.5,0.56,0.31,1.8,0.08,29.0,49.0,0.9968,3.41,0.68,10.4,7.0
14016,9.6,0.38,0.48,1.7,0.078,5.0,13.0,0.9992,3.41,0.92,10.4,7.0
14017,7.6,0.44,0.32,1.8,0.064,5.0,14.0,0.99632,3.28,0.63,9.4,5.0
14018,10.1,0.26,0.47,4.0,0.086,5.0,16.0,0.9966,3.38,0.55,9.4,5.0
14019,10.1,0.52,0.24,2.0,0.092,20.0,37.0,0.99494,3.38,0.55,10.8,7.0
14020,6.6,0.48,0.1,2.1,0.076,25.0,100.0,0.99586,3.35,0.68,11.5,5.0
14021,10.5,0.4,0.49,2.8,0.092,10.0,23.0,0.9991,3.12,0.79,9.5,5.0
14022,10.4,0.35,0.51,1.8,0.078,6.0,23.0,0.9968,3.27,0.49,10.4,7.0
14023,7.6,0.63,0.0,2.0,0.081,19.0,42.0,0.9956,3.52,0.68,10.4,6.0
14024,8.3,0.655,0.1,2.8,0.086,6.0,16.0,0.99534,3.3,0.51,9.2,5.0
14025,7.0,0.64,0.0,1.9,0.074,6.0,16.0,0.9973,3.39,0.65,9.2,5.0
14026,7.9,0.37,0.37,2.8,0.114,22.0,44.0,0.99822,3.18,0.6,10.4,6.0
14027,7.9,0.6,0.03,1.5,0.086,13.0,24.0,0.9968,3.3,0.61,9.8,5.0
14028,8.9,0.55,0.27,2.2,0.08,14.0,31.0,0.9987,3.27,0.57,9.3,5.0
14029,9.1,0.58,0.24,2.2,0.092,5.0,22.0,0.9978,3.21,0.56,9.8,6.0
14030,7.4,0.6,0.28,2.0,0.092,6.0,15.0,0.9974,3.27,0.79,9.5,5.0
14031,7.8,0.36,0.43,2.1,0.078,12.0,37.0,0.9971,3.3,0.56,10.3,7.0
14032,7.7,0.53,0.01,2.1,0.067,19.0,61.0,0.9974,3.18,0.58,9.8,5.0
14033,7.3,0.51,0.41,2.1,0.0819999999999999,30.0,64.0,0.9979,3.38,0.6,9.4,5.0
14034,8.3,0.56,0.11,2.3,0.088,6.0,14.0,0.9955,3.34,0.65,9.4,6.0
14035,6.9,0.6,0.0,2.1,0.098,14.0,28.0,0.99498,3.38,0.62,12.4,7.0
14036,10.3,0.42,0.44,2.4,0.084,18.0,34.0,0.9988,3.17,0.74,10.0,6.0
14037,8.1,0.49,0.36,2.0,0.073,5.0,16.0,0.99437,3.19,0.76,9.2,6.0
14038,8.9,0.61,0.34,2.8,0.067,21.0,44.0,0.9976,3.32,0.54,9.8,5.0
14039,9.0,0.43,0.31,2.1,0.048,27.0,44.0,0.99685,3.16,0.63,10.0,5.0
14040,7.7,0.74,0.0,2.0,0.0969999999999999,14.0,28.0,0.99476,3.44,0.58,9.7,6.0
14041,7.9,0.59,0.02,1.9,0.0819999999999999,19.0,49.0,0.9976,3.37,0.59,9.7,6.0
14042,7.9,0.52,0.09,2.6,0.076,19.0,42.0,0.99514,3.16,0.74,11.1,6.0
14043,7.8,0.46,0.31,1.9,0.077,29.0,44.0,0.9973,3.36,0.65,10.2,6.0
14044,7.0,0.36,0.45,2.3,0.07,8.0,37.0,0.99494,3.34,0.57,12.0,6.0
14045,6.8,0.77,0.13,2.3,0.0819999999999999,14.0,25.0,0.99586,3.38,0.57,10.2,6.0
14046,8.3,0.24,0.4,2.4,0.0969999999999999,10.0,35.0,0.9986,3.27,0.55,11.7,6.0
14047,9.8,0.32,0.3,2.6,0.07,26.0,35.0,0.9972,3.18,0.66,10.7,5.0
14048,7.6,0.36,0.31,1.7,0.086,26.0,65.0,0.99549,3.23,0.54,9.3,6.0
14049,8.8,0.39,0.45,2.1,0.077,9.0,23.0,0.9978,3.35,0.72,9.5,6.0
14050,8.5,0.57,0.21,1.9,0.077,15.0,28.0,0.997,3.18,0.59,9.5,5.0
14051,10.3,0.33,0.54,2.4,0.08,6.0,23.0,0.9987,3.29,0.58,12.5,6.0
14052,8.7,0.56,0.29,2.4,0.0819999999999999,15.0,28.0,0.99745,3.15,0.54,10.8,7.0
14053,10.3,0.28,0.58,1.7,0.092,6.0,28.0,0.9987,3.33,0.59,9.3,5.0
14054,7.1,0.66,0.17,2.1,0.08,11.0,25.0,0.9974,3.38,0.61,10.5,5.0
14055,7.0,0.53,0.1,2.2,0.081,8.0,18.0,0.9982,3.27,0.65,10.6,7.0
14056,8.9,0.39,0.47,1.9,0.077,6.0,13.0,0.99774,3.35,0.59,9.6,5.0
14057,8.0,0.59,0.08,2.4,0.087,13.0,86.0,0.9967,3.22,0.53,11.0,7.0
14058,7.3,0.38,0.36,2.3,0.098,11.0,24.0,0.9981,3.47,0.69,11.2,6.0
14059,8.2,0.5,0.31,1.7,0.075,12.0,28.0,0.99562,3.34,0.66,10.9,6.0
14060,9.6,0.41,0.41,2.3,0.062,15.0,37.0,0.99528,3.16,0.52,9.2,5.0
14061,8.1,0.45,0.25,2.5,0.075,19.0,38.0,0.99622,3.16,0.59,11.3,8.0
14062,9.0,0.56,0.14,1.8,0.07,14.0,24.0,0.99586,3.16,0.54,11.3,6.0
14063,7.2,0.6,0.1,1.6,0.077,31.0,58.0,0.99746,3.44,0.59,10.5,4.0
14064,9.4,0.5,0.49,1.6,0.074,14.0,42.0,0.99444,3.35,0.64,11.6,6.0
14065,6.8,0.52,0.3,1.9,0.077,10.0,31.0,0.99588,3.51,0.52,11.3,7.0
14066,7.2,0.745,0.03,2.3,0.074,12.0,47.0,0.9982,3.66,0.56,9.8,5.0
14067,9.1,0.54,0.54,2.5,0.076,6.0,15.0,0.99692,3.15,0.67,9.8,5.0
14068,8.1,0.53,0.26,2.1,0.081,9.0,33.0,0.9972,3.27,0.65,9.4,5.0
14069,6.9,0.43,0.24,2.1,0.079,24.0,66.0,0.9996,3.41,0.52,9.4,6.0
14070,7.5,0.74,0.24,2.4,0.039,26.0,59.0,0.99708,3.12,0.57,9.8,6.0
14071,7.6,0.64,0.13,2.1,0.095,11.0,86.0,0.99716,3.39,0.57,9.5,5.0
14072,6.6,0.52,0.03,2.7,0.08,15.0,86.0,0.99735,3.56,0.53,9.4,5.0
14073,10.1,0.38,0.48,2.0,0.062,17.0,53.0,0.9971,2.98,0.51,11.2,5.0
14074,13.6,0.34,0.45,2.7,0.088,6.0,15.0,1.0021,3.51,0.67,11.0,5.0
14075,9.1,0.31,0.46,2.0,0.07,14.0,26.0,0.9982,3.02,0.85,12.6,6.0
14076,8.7,0.46,0.22,2.8,0.071,19.0,26.0,0.99619,3.38,0.53,11.8,7.0
14077,7.4,0.68,0.1,2.3,0.084,10.0,27.0,0.9972,3.68,0.56,9.5,6.0
14078,7.1,0.67,0.02,1.8,0.078,10.0,18.0,0.99632,3.33,0.56,9.2,6.0
14079,7.3,0.6,0.0,1.8,0.084,24.0,33.0,0.99652,3.36,0.47,9.9,5.0
14080,7.9,0.53,0.14,2.1,0.078,19.0,61.0,0.9962,3.24,0.73,9.6,6.0
14081,9.4,0.7,0.47,2.6,0.092,5.0,14.0,0.9968,3.04,0.66,11.9,7.0
14082,10.4,0.7,0.42,2.2,0.086,16.0,58.0,0.9968,3.42,0.65,10.3,5.0
14083,7.4,0.62,0.14,1.8,0.076,30.0,37.0,0.99746,3.36,0.6,11.8,6.0
14084,8.4,0.39,0.42,1.6,0.0559999999999999,27.0,52.0,0.99572,3.14,0.76,10.5,6.0
14085,14.9,0.43,0.66,1.9,0.0969999999999999,6.0,20.0,0.9997,3.22,0.57,9.1,5.0
14086,7.7,0.56,0.02,6.5,0.093,14.0,47.0,0.9988,3.34,0.78,9.2,5.0
14087,7.8,0.56,0.03,1.7,0.074,8.0,19.0,0.99514,3.41,0.54,9.5,4.0
14088,8.9,0.48,0.24,4.5,0.052,6.0,12.0,0.99546,3.21,0.62,11.9,6.0
14089,8.5,0.39,0.4,1.8,0.053,34.0,65.0,0.998,3.16,0.73,10.6,6.0
14090,10.1,0.54,0.31,2.4,0.083,12.0,30.0,0.9994,3.12,0.62,11.1,6.0
14091,8.0,0.59,0.17,2.2,0.063,31.0,119.0,0.9959,3.27,0.63,9.7,8.0
14092,7.8,0.66,0.13,2.5,0.076,6.0,31.0,0.99572,3.2,0.63,9.2,6.0
14093,8.3,0.78,0.17,2.4,0.079,12.0,21.0,0.9983,3.32,0.43,9.5,5.0
14094,7.1,0.43,0.33,2.6,0.072,9.0,20.0,0.99652,3.2,0.6,10.5,6.0
14095,9.5,0.58,0.16,2.6,0.086,7.0,26.0,0.9976,3.4,0.73,10.3,6.0
14096,6.7,0.6,0.03,2.3,0.074,16.0,33.0,0.99586,3.22,0.54,12.3,7.0
14097,6.8,0.6,0.19,2.1,0.077,5.0,15.0,0.99552,3.42,0.79,10.6,6.0
14098,8.9,0.645,0.18,2.1,0.078,3.0,9.0,0.9963,3.3,0.62,10.4,7.0
14099,7.2,0.57,0.03,2.1,0.095,26.0,61.0,0.9986,3.26,0.59,9.2,5.0
14100,7.2,0.6,0.2,1.8,0.071,27.0,68.0,0.9968,3.38,0.55,10.4,4.0
14101,8.8,0.31,0.31,2.2,0.093,14.0,41.0,0.998,3.17,0.58,11.3,6.0
14102,7.8,0.43,0.44,2.0,0.076,4.0,9.0,0.9968,3.25,0.54,9.5,6.0
14103,6.8,0.54,0.25,1.9,0.086,7.0,29.0,0.9976,3.39,0.52,9.4,5.0
14104,10.8,0.46,0.53,2.2,0.09,3.0,18.0,0.99539,3.27,0.97,10.0,6.0
14105,9.8,0.51,0.6,2.2,0.067,6.0,14.0,0.9984,3.39,0.68,10.4,6.0
14106,7.9,0.33,0.31,2.5,0.071,5.0,28.0,0.99538,3.4,0.65,11.5,6.0
14107,10.6,0.29,0.49,2.2,0.086,24.0,54.0,0.9976,3.12,0.93,9.4,5.0
14108,8.3,0.42,0.36,2.9,0.107,15.0,32.0,0.9965,3.22,0.73,10.1,6.0
14109,10.3,0.41,0.34,2.5,0.054,13.0,28.0,0.9984,3.26,0.66,11.6,6.0
14110,9.3,0.4,0.4,2.1,0.075,9.0,19.0,0.99444,3.3,0.64,12.9,6.0
14111,6.9,0.63,0.06,1.6,0.077,15.0,25.0,0.9967,3.54,0.68,10.4,6.0
14112,8.6,0.36,0.47,2.1,0.074,8.0,24.0,0.9986,3.21,0.71,10.1,6.0
14113,6.8,0.58,0.01,2.2,0.07,10.0,24.0,0.99612,3.52,0.78,12.7,6.0
14114,7.7,0.39,0.47,1.9,0.076,15.0,57.0,0.9994,3.3,0.54,9.8,6.0
14115,7.5,0.63,0.24,2.0,0.087,22.0,44.0,0.99708,3.46,0.76,11.0,6.0
14116,7.6,0.69,0.07,1.7,0.065,14.0,32.0,0.9982,3.42,0.55,9.7,5.0
14117,8.2,0.46,0.24,2.1,0.076,20.0,47.0,0.9988,3.26,0.62,9.4,6.0
14118,9.2,0.38,0.33,2.6,0.0969999999999999,7.0,18.0,0.99472,3.28,0.88,10.5,6.0
14119,10.7,0.53,0.26,2.2,0.061,5.0,15.0,0.99652,3.21,0.67,10.7,7.0
14120,7.2,0.725,0.26,2.2,0.07,7.0,42.0,0.9996,3.36,0.59,9.2,5.0
14121,8.0,0.43,0.24,2.1,0.083,5.0,14.0,0.9981,3.12,0.59,9.7,5.0
14122,6.7,0.73,0.01,2.4,0.084,15.0,71.0,0.9964,3.39,0.56,9.5,5.0
14123,8.0,0.47,0.32,2.0,0.087,3.0,13.0,0.9994,3.27,0.5,9.3,6.0
14124,7.4,0.43,0.36,1.7,0.084,12.0,48.0,0.9994,3.24,0.59,9.6,5.0
14125,11.8,0.24,0.49,2.1,0.073,6.0,14.0,0.9978,3.14,0.82,12.7,5.0
14126,11.9,0.34,0.66,1.7,0.078,9.0,28.0,0.99632,3.21,0.67,10.3,5.0
14127,8.0,0.41,0.24,2.2,0.0559999999999999,24.0,52.0,0.9966,3.37,0.6,9.9,5.0
14128,7.2,0.43,0.21,2.7,0.094,10.0,31.0,0.9988,3.34,0.71,9.5,5.0
14129,9.8,0.34,0.42,2.0,0.068,7.0,16.0,1.00369,3.22,0.62,11.3,6.0
14130,6.8,0.64,0.02,2.0,0.095,5.0,15.0,0.99557,3.52,0.68,9.4,5.0
14131,7.9,0.53,0.13,2.5,0.075,17.0,91.0,0.9988,3.35,0.48,9.5,6.0
14132,11.4,0.45,0.44,2.6,0.07,6.0,20.0,0.99448,3.0,0.56,9.2,5.0
14133,8.8,0.69,0.0,2.1,0.064,15.0,28.0,0.99526,3.3,0.58,10.0,5.0
14134,7.3,0.43,0.32,2.4,0.087,13.0,31.0,0.99476,3.3,0.52,10.2,5.0
14135,6.9,0.36,0.54,4.0,0.071,7.0,34.0,0.99258,3.22,0.57,10.1,6.0
14136,9.0,0.27,0.42,2.8,0.077,7.0,27.0,0.9987,3.2,0.64,9.9,5.0
14137,9.1,0.5,0.4,3.0,0.0579999999999999,19.0,31.0,0.9972,3.26,0.61,11.4,7.0
14138,7.8,0.52,0.07,2.6,0.083,8.0,18.0,0.9972,3.38,0.54,9.4,5.0
14139,6.9,0.66,0.0,1.6,0.076,3.0,11.0,0.9976,3.53,0.57,11.0,7.0
14140,7.8,0.545,0.25,2.6,0.078,13.0,35.0,0.99748,3.17,0.53,9.9,5.0
14141,8.7,0.62,0.08,1.8,0.05,21.0,64.0,0.99552,3.15,0.74,9.8,6.0
14142,9.6,0.43,0.49,2.3,0.095,5.0,20.0,0.9972,3.21,0.59,9.4,4.0
14143,7.1,0.5,0.24,2.8,0.08,12.0,49.0,0.9957,3.41,0.74,9.7,6.0
14144,8.9,0.58,0.24,2.0,0.071,27.0,52.0,0.99629,3.32,0.57,9.2,5.0
14145,11.7,0.41,0.53,2.5,0.086,27.0,99.0,0.99532,3.36,0.6,10.0,6.0
14146,9.0,0.39,0.21,2.2,0.084,19.0,35.0,0.9982,3.39,0.65,11.1,7.0
14147,7.2,0.49,0.21,2.8,0.073,5.0,19.0,0.9972,3.35,0.49,9.5,5.0
14148,7.2,0.32,0.28,2.6,0.08,10.0,28.0,0.99672,3.36,0.7,9.4,6.0
14149,10.7,0.48,0.39,2.0,0.086,4.0,18.0,0.9976,3.2,0.79,10.7,5.0
14150,9.4,0.45,0.49,1.9,0.064,16.0,89.0,0.99685,3.18,0.59,9.6,5.0
14151,7.1,0.49,0.0,2.3,0.093,26.0,64.0,0.9964,3.4,0.48,9.2,5.0
14152,7.9,0.25,0.49,2.7,0.078,5.0,12.0,0.9973,3.37,0.85,11.4,6.0
14153,8.8,0.3,0.33,2.3,0.078,15.0,86.0,0.9976,3.26,0.62,9.7,5.0
14154,7.2,0.48,0.11,1.8,0.078,12.0,24.0,0.9964,3.34,0.68,9.9,5.0
14155,8.9,0.49,0.29,3.0,0.092,8.0,20.0,0.9962,3.09,0.58,10.8,5.0
14156,7.5,0.35,0.32,2.3,0.0819999999999999,15.0,27.0,0.9966,3.38,0.67,9.4,6.0
14157,7.6,0.6,0.22,1.8,0.074,14.0,27.0,0.9964,3.36,0.57,9.8,6.0
14158,7.1,0.49,0.2,1.9,0.039,5.0,13.0,0.99522,3.39,0.57,9.4,5.0
14159,8.4,0.4,0.45,2.3,0.076,5.0,14.0,0.99668,3.28,0.89,9.3,5.0
14160,9.8,0.32,0.49,2.5,0.077,6.0,20.0,0.99656,3.16,0.57,9.9,5.0
14161,6.2,0.66,0.0,2.3,0.07,5.0,21.0,0.99702,3.2,0.55,10.5,6.0
14162,8.1,0.3,0.74,2.8,0.097,22.0,50.0,0.99552,3.38,0.9,11.5,6.0
14163,9.2,0.34,0.49,2.4,0.092,17.0,53.0,0.9963,3.18,0.62,9.4,5.0
14164,7.6,0.43,0.24,2.2,0.12,36.0,70.0,0.9952,3.28,0.52,9.8,6.0
14165,7.9,0.7,0.01,2.0,0.084,13.0,27.0,0.9986,3.55,0.57,9.4,5.0
14166,6.6,0.5,0.06,2.0,0.079,12.0,27.0,0.99701,3.51,0.55,11.6,7.0
